neighborhood,postal_code,declared_transaction_value,reference_property_value,reference_value_proportional,tax_base_value,transaction_date,transaction_type,built_area_sqm,property_use_description,transferred_share_percentage,source,bucket_start
ITAQUERA,8210490.0,499000.0,223123.0,223123.0,499000.0,2025-10-20 00:00:00,1.Compra e venda,74,RESIDÊNCIA,100.0,OUT-2025,0
,2725050.0,770000.0,495054.0,495054.0,770000.0,2025-10-22 00:00:00,1.Compra e venda,164,RESIDÊNCIA,100.0,OUT-2025,100
,5585020.0,850000.0,883174.0,883174.0,883174.0,2025-10-21 00:00:00,1.Compra e venda,112,RESIDÊNCIA,100.0,OUT-2025,100
,3153070.0,605000.0,915534.0,915534.0,915534.0,2025-10-29 00:00:00,1.Compra e venda,147,RESIDÊNCIA,100.0,OUT-2025,100
VL SYLVIA,3729030.0,256125.0,674726.0,67.4726,256125.0,2025-10-27 00:00:00,1.Compra e venda,119,RESIDÊNCIA,0.01,OUT-2025,100
,3182020.0,570000.0,174431.0,174431.0,570000.0,2025-10-30 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,OUT-2025,100
,2271100.0,501000.0,602711.0,361.6266,501000.0,2025-10-30 00:00:00,1.Compra e venda,92,RESIDÊNCIA,0.06,OUT-2025,0
VILA MARIANA,4018070.0,315000.0,1656874.0,828437.0,828437.0,2025-11-03 00:00:00,1.Compra e venda,140,RESIDÊNCIA,50.0,OUT-2025,100
,4637041.0,3400000.0,2697407.0,1605496.6464,3400000.0,2025-10-31 00:00:00,1.Compra e venda,210,RESIDÊNCIA,59.52,OUT-2025,200
,4637041.0,1500000.0,2697407.0,1091910.3536,1500000.0,2025-10-31 00:00:00,1.Compra e venda,210,RESIDÊNCIA,40.48,OUT-2025,200
,2244060.0,330000.0,1166503.0,583.2515,330000.0,2025-10-30 00:00:00,1.Compra e venda,257,RESIDÊNCIA,0.05,OUT-2025,200
JD NORDESTE,3688060.0,300000.0,606671.0,606671.0,606671.0,2025-10-29 00:00:00,1.Compra e venda,204,RESIDÊNCIA,100.0,OUT-2025,200
,4674200.0,34900.0,1000344.0,250086.0,250086.0,2025-10-31 00:00:00,1.Compra e venda,145,RESIDÊNCIA,25.0,OUT-2025,100
,4438240.0,34900.0,230336.0,115168.0,115168.0,2025-10-31 00:00:00,1.Compra e venda,80,RESIDÊNCIA,50.0,OUT-2025,0
,3507000.0,257275.0,390564.0,820.1844,257275.0,2025-10-17 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
JARDIM SAO PAULO,2041030.0,400000.0,1253168.0,2005.0688,400000.0,2025-10-30 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.16,OUT-2025,200
JARDIM SAO PAULO,2041030.0,39000.0,1253168.0,6015.2064,39000.0,2025-10-30 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.48,OUT-2025,200
,3507000.0,249719.47,390564.0,820.1844,249719.47,2025-10-16 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
TUCURUVI,2309050.0,330000.0,887914.0,42619.872,330000.0,2025-10-29 00:00:00,1.Compra e venda,215,RESIDÊNCIA,4.8,OUT-2025,200
VILA MIAMI,3254070.0,340000.0,414076.0,414076.0,414076.0,2025-10-31 00:00:00,1.Compra e venda,113,RESIDÊNCIA,100.0,OUT-2025,100
,3651050.0,280000.0,979516.0,685.6612,280000.0,2025-10-24 00:00:00,1.Compra e venda,200,RESIDÊNCIA,0.07,OUT-2025,200
,3737140.0,125718.01,130494.0,130494.0,130494.0,2025-10-31 00:00:00,1.Compra e venda,36,RESIDÊNCIA,100.0,OUT-2025,0
,3507000.0,262416.38,390564.0,820.1844,262416.38,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,4809090.0,450000.0,561102.0,561102.0,561102.0,2025-10-30 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,OUT-2025,100
,3651050.0,264000.0,979516.0,685.6612,264000.0,2025-10-27 00:00:00,1.Compra e venda,200,RESIDÊNCIA,0.07,OUT-2025,200
RES SAO LUIZ GONZAGA,2562150.0,280000.0,374399.0,374399.0,374399.0,2025-10-29 00:00:00,1.Compra e venda,134,RESIDÊNCIA,100.0,OUT-2025,100
,3140020.0,265000.0,87856.0,87856.0,265000.0,2025-10-24 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,OUT-2025,0
SAO MIGUEL,8021150.0,25000.0,433273.0,27079.5625,27079.56,2025-10-31 00:00:00,1.Compra e venda,72,RESIDÊNCIA,6.25,OUT-2025,0
,8011540.0,14000.0,271922.0,16995.125,16995.13,2025-10-31 00:00:00,1.Compra e venda,130,RESIDÊNCIA,6.25,OUT-2025,100
,2530020.0,299000.0,800795.0,37637.365,299000.0,2025-10-29 00:00:00,1.Compra e venda,156,RESIDÊNCIA,4.7,OUT-2025,100
CIDADE PATRIARCA,3550000.0,303185.0,682822.0,3960.3676,303185.0,2025-10-14 00:00:00,1.Compra e venda,150,RESIDÊNCIA,0.58,OUT-2025,100
CIDADE PATRIARCA,3550000.0,50000.0,682822.0,6213.6802,50000.0,2025-10-14 00:00:00,1.Compra e venda,150,RESIDÊNCIA,0.91,OUT-2025,100
,5413011.0,1151500.0,953544.0,953544.0,1151500.0,2025-10-28 00:00:00,1.Compra e venda,126,RESIDÊNCIA,100.0,OUT-2025,100
PIRITUBA,5171580.0,550000.0,276726.0,276726.0,550000.0,2025-10-30 00:00:00,1.Compra e venda,83,RESIDÊNCIA,100.0,OUT-2025,0
,4811180.0,475000.0,339568.0,339568.0,475000.0,2025-10-30 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
,3552140.0,800000.0,995885.0,995885.0,995885.0,2025-10-29 00:00:00,1.Compra e venda,309,RESIDÊNCIA,100.0,OUT-2025,300
,3550000.0,390000.0,528581.0,4070.0737,390000.0,2025-10-20 00:00:00,1.Compra e venda,66,RESIDÊNCIA,0.77,OUT-2025,0
,3550000.0,50000.0,528581.0,4810.0871,50000.0,2025-10-20 00:00:00,1.Compra e venda,66,RESIDÊNCIA,0.91,OUT-2025,0
,3470090.0,420000.0,427708.0,427708.0,427708.0,2025-10-31 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,OUT-2025,100
,3309007.0,300000.0,293225.0,293225.0,300000.0,2025-10-31 00:00:00,1.Compra e venda,91,RESIDÊNCIA,100.0,OUT-2025,0
,3665000.0,435560.49,1820514.0,14017.9578,435560.49,2025-10-17 00:00:00,1.Compra e venda,459,RESIDÊNCIA,0.77,OUT-2025,400
,4918000.0,300000.0,204142.0,204142.0,300000.0,2025-10-29 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
IPIRANGA,4205000.0,590000.0,881200.0,881200.0,881200.0,2025-10-31 00:00:00,1.Compra e venda,200,RESIDÊNCIA,100.0,OUT-2025,200
,3550000.0,350000.0,528581.0,4070.0737,350000.0,2025-10-22 00:00:00,1.Compra e venda,66,RESIDÊNCIA,0.77,OUT-2025,0
VILA CARRAO,3436050.0,80000.0,331434.0,66286.8,80000.0,2025-10-29 00:00:00,1.Compra e venda,130,RESIDÊNCIA,20.0,OUT-2025,100
VILA CLEMENTINO,4042034.0,1300000.0,427178.0,427178.0,1300000.0,2025-10-30 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
,3550000.0,343774.38,528581.0,4070.0737,343774.38,2025-10-22 00:00:00,1.Compra e venda,66,RESIDÊNCIA,0.77,OUT-2025,0
VL ITAIM,8110810.0,61955.0,126407.0,63203.5,63203.5,2025-10-31 00:00:00,1.Compra e venda,60,RESIDÊNCIA,50.0,OUT-2025,0
TUCURUVI,2266060.0,240000.0,123629.0,123629.0,240000.0,2025-10-29 00:00:00,1.Compra e venda,33,RESIDÊNCIA,100.0,OUT-2025,0
JARDIM EUROPA,1448040.0,2050000.0,1254612.0,1254612.0,2050000.0,2025-10-31 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
,3512050.0,1050000.0,800724.0,800724.0,1050000.0,2025-10-31 00:00:00,1.Compra e venda,203,RESIDÊNCIA,100.0,OUT-2025,200
NOVO JD PATENTE,4256250.0,183562.0,367124.0,183562.0,183562.0,2025-10-30 00:00:00,1.Compra e venda,144,RESIDÊNCIA,50.0,OUT-2025,100
,4776133.0,481774.37,450485.0,45.0485,481774.37,2025-10-28 00:00:00,1.Compra e venda,97,RESIDÊNCIA,0.01,OUT-2025,0
VILA  MADALENA,5416002.0,905000.0,4836200.0,16926.7,905000.0,2025-10-29 00:00:00,1.Compra e venda,451,RESIDÊNCIA,0.35,OUT-2025,400
VILA PROGRESSO,8041400.0,310000.0,190991.0,190991.0,310000.0,2025-10-17 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
,8375001.0,615000.0,356862.0,356862.0,615000.0,2025-11-05 00:00:00,1.Compra e venda,39,RESIDÊNCIA,100.0,OUT-2025,0
NOVO JD PATENTE,4256190.0,890000.0,813126.0,813126.0,890000.0,2025-10-24 00:00:00,1.Compra e venda,299,RESIDÊNCIA,100.0,OUT-2025,200
PARAISOPOLIS,5665060.0,430000.0,259138.0,259138.0,430000.0,2025-10-30 00:00:00,1.Compra e venda,61,RESIDÊNCIA,100.0,OUT-2025,0
VILA  MADALENA,5416002.0,930000.0,4836200.0,16926.7,930000.0,2025-10-29 00:00:00,1.Compra e venda,451,RESIDÊNCIA,0.35,OUT-2025,400
PLANALTO PAULISTA,4083003.0,530000.0,725894.0,725894.0,725894.0,2025-10-17 00:00:00,1.Compra e venda,185,RESIDÊNCIA,100.0,OUT-2025,100
VL ALPINA,5159030.0,400000.0,171780.0,171780.0,400000.0,2025-10-23 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
,3324110.0,2300000.0,1306271.0,1306271.0,2300000.0,2025-10-30 00:00:00,1.Compra e venda,227,RESIDÊNCIA,100.0,OUT-2025,200
,4811100.0,495000.0,487392.0,487392.0,495000.0,2025-10-27 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,OUT-2025,100
,4032020.0,6000000.0,4463061.0,4463061.0,6000000.0,2025-10-30 00:00:00,1.Compra e venda,420,RESIDÊNCIA,100.0,OUT-2025,400
,4823070.0,240000.0,366925.0,305758.6025,305758.6,2025-10-31 00:00:00,1.Compra e venda,80,RESIDÊNCIA,83.33,OUT-2025,0
COND RES ALTO DA PENHA,3638010.0,380000.0,208465.0,208465.0,380000.0,2025-10-21 00:00:00,1.Compra e venda,67,RESIDÊNCIA,100.0,OUT-2025,0
,3423000.0,421965.0,421965.0,421965.0,421965.0,2025-10-30 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
CIDADE IV CENTENARIO,3933020.0,420000.0,433128.0,433128.0,433128.0,2025-10-29 00:00:00,1.Compra e venda,159,RESIDÊNCIA,100.0,OUT-2025,100
,3390000.0,730000.0,685471.0,685471.0,730000.0,2025-10-29 00:00:00,1.Compra e venda,211,RESIDÊNCIA,100.0,OUT-2025,200
VILA POMPEIA,5023000.0,211849.81,3072078.0,7680.195,211849.81,2025-10-30 00:00:00,1.Compra e venda,320,RESIDÊNCIA,0.25,OUT-2025,300
,3665000.0,35000.0,1820514.0,11651.2896,35000.0,2025-10-17 00:00:00,1.Compra e venda,459,RESIDÊNCIA,0.64,OUT-2025,400
PARQUE NACOES UNIDAS,2996000.0,500000.0,468356.0,468356.0,500000.0,2025-10-29 00:00:00,1.Compra e venda,199,RESIDÊNCIA,100.0,OUT-2025,100
ALTO DE PINHEIROS,5459002.0,9300000.0,5385556.0,5385556.0,9300000.0,2025-10-30 00:00:00,1.Compra e venda,779,RESIDÊNCIA,100.0,OUT-2025,700
VILA LUCIA,3145050.0,750000.0,468830.0,468830.0,750000.0,2025-10-24 00:00:00,1.Compra e venda,109,RESIDÊNCIA,100.0,OUT-2025,100
,2725050.0,400000.0,280802.0,280802.0,400000.0,2025-10-24 00:00:00,1.Compra e venda,127,RESIDÊNCIA,100.0,OUT-2025,100
PIRITUBA,5121000.0,1750000.0,1377481.0,1377481.0,1750000.0,2025-10-23 00:00:00,1.Compra e venda,277,RESIDÊNCIA,100.0,OUT-2025,200
PQ SAO DOMINGOS,5127030.0,610000.0,362909.0,362909.0,610000.0,2025-10-28 00:00:00,1.Compra e venda,84,RESIDÊNCIA,100.0,OUT-2025,0
FREGUESIA DO O,2928040.0,470000.0,307810.0,307810.0,470000.0,2025-10-31 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,OUT-2025,100
JD S ADELIA,3972050.0,330000.0,196918.0,196918.0,330000.0,2025-10-20 00:00:00,1.Compra e venda,66,RESIDÊNCIA,100.0,OUT-2025,0
PRQ ORATORIO I,3978380.0,430000.0,121680.0,121680.0,430000.0,2025-10-31 00:00:00,1.Compra e venda,54,RESIDÊNCIA,100.0,OUT-2025,0
,3128070.0,860865.79,759370.0,75.937,860865.79,2025-10-21 00:00:00,1.Compra e venda,220,RESIDÊNCIA,0.01,OUT-2025,200
PIRAJUSSARA,5892480.0,140000.0,131370.0,131370.0,140000.0,2025-10-30 00:00:00,1.Compra e venda,40,RESIDÊNCIA,100.0,OUT-2025,0
,4050000.0,20000.0,553839.0,55328.5161,55328.52,2025-10-31 00:00:00,1.Compra e venda,100,RESIDÊNCIA,9.99,OUT-2025,100
VL SIRIA,8062210.0,171000.0,170754.0,170754.0,171000.0,2025-10-31 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,OUT-2025,0
VL MIAMI,3254020.0,438000.0,152644.0,152644.0,438000.0,2025-10-28 00:00:00,1.Compra e venda,73,RESIDÊNCIA,100.0,OUT-2025,0
,3223110.0,1000000.0,998157.0,998157.0,1000000.0,2025-10-30 00:00:00,1.Compra e venda,230,RESIDÊNCIA,100.0,OUT-2025,200
JD EDUCANDARIO,5544020.0,50000.0,246925.0,109782.855,109782.86,2025-10-30 00:00:00,1.Compra e venda,86,RESIDÊNCIA,44.46,OUT-2025,0
JARDIM BRASIL,2227210.0,240000.0,87636.0,87636.0,240000.0,2025-10-30 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
,2020000.0,500000.0,255081.0,255081.0,500000.0,2025-10-21 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
JD BRASIL,2227330.0,200000.0,79462.0,79462.0,200000.0,2025-10-30 00:00:00,1.Compra e venda,47,RESIDÊNCIA,100.0,OUT-2025,0
JD MANGALOT,5135000.0,750000.0,569118.0,569118.0,750000.0,2025-10-30 00:00:00,1.Compra e venda,158,RESIDÊNCIA,100.0,OUT-2025,100
JD SANTA MARIA,8050130.0,420000.0,316373.0,316373.0,420000.0,2025-10-29 00:00:00,1.Compra e venda,97,RESIDÊNCIA,100.0,OUT-2025,0
,3550000.0,267730.0,528581.0,3065.7698,267730.0,2025-10-09 00:00:00,1.Compra e venda,66,RESIDÊNCIA,0.58,OUT-2025,0
,3669030.0,450000.0,848691.0,848691.0,848691.0,2025-10-30 00:00:00,1.Compra e venda,156,RESIDÊNCIA,100.0,OUT-2025,100
PARADA INGLESA,2245090.0,120000.0,153146.0,153146.0,153146.0,2025-10-30 00:00:00,1.Compra e venda,39,RESIDÊNCIA,100.0,OUT-2025,0
JD SONIA MARLY,4909120.0,325000.0,141867.0,141867.0,325000.0,2025-11-06 00:00:00,1.Compra e venda,62,RESIDÊNCIA,100.0,OUT-2025,0
,4611002.0,2200000.0,1334018.0,1334018.0,2200000.0,2025-10-31 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,OUT-2025,0
,8031510.0,183864.85,275957.0,275957.0,275957.0,2025-10-31 00:00:00,1.Compra e venda,145,RESIDÊNCIA,100.0,OUT-2025,100
VILA IDA,5453001.0,2600000.0,917945.0,917945.0,2600000.0,2025-10-28 00:00:00,1.Compra e venda,147,RESIDÊNCIA,100.0,OUT-2025,100
IPIRANGA,4283000.0,300000.0,660504.0,330252.0,330252.0,2025-10-31 00:00:00,1.Compra e venda,105,RESIDÊNCIA,50.0,OUT-2025,100
,3478040.0,450000.0,460697.0,460697.0,460697.0,2025-10-31 00:00:00,1.Compra e venda,144,RESIDÊNCIA,100.0,OUT-2025,100
VILA CLEONICE,3286110.0,570000.0,496589.0,496589.0,570000.0,2025-10-10 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,OUT-2025,100
,4252040.0,350000.0,115169.0,115169.0,350000.0,2025-11-03 00:00:00,1.Compra e venda,46,RESIDÊNCIA,100.0,OUT-2025,0
VL ANTONIETA,3474020.0,360000.0,295397.0,295397.0,360000.0,2025-10-23 00:00:00,1.Compra e venda,92,RESIDÊNCIA,100.0,OUT-2025,0
,4741190.0,725000.0,2061303.0,1030651.5,1030651.5,2025-10-30 00:00:00,1.Compra e venda,340,RESIDÊNCIA,50.0,OUT-2025,300
ALTO DE PINHEIROS,5461010.0,18000000.0,5537063.0,5537063.0,18000000.0,2025-10-31 00:00:00,1.Compra e venda,768,RESIDÊNCIA,100.0,OUT-2025,700
,5443002.0,1050000.0,1121136.0,1121136.0,1121136.0,2025-10-30 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,OUT-2025,100
,4652220.0,50000.0,833314.0,35582.5078,50000.0,2025-11-06 00:00:00,1.Compra e venda,163,RESIDÊNCIA,4.27,OUT-2025,100
,4652220.0,50000.0,833314.0,34915.8566,50000.0,2025-11-06 00:00:00,1.Compra e venda,163,RESIDÊNCIA,4.19,OUT-2025,100
,4652220.0,50000.0,833314.0,36749.1474,50000.0,2025-11-06 00:00:00,1.Compra e venda,163,RESIDÊNCIA,4.41,OUT-2025,100
JD MORUMBI,5656000.0,1425000.0,1416623.0,1416623.0,1425000.0,2025-10-28 00:00:00,1.Compra e venda,447,RESIDÊNCIA,100.0,OUT-2025,400
VILA PRADO,2558010.0,420000.0,430238.0,430238.0,430238.0,2025-10-30 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,OUT-2025,0
VILA PRUDENTE,3262070.0,166680.0,399309.0,166392.0603,166680.0,2025-10-31 00:00:00,1.Compra e venda,76,RESIDÊNCIA,41.67,OUT-2025,0
FREG DO O,2879060.0,150000.0,263563.0,263563.0,263563.0,2025-10-30 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,OUT-2025,0
MOOCA,3128110.0,325000.0,752286.0,3610.9728,325000.0,2025-08-08 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.48,OUT-2025,100
MOOCA,3128110.0,485000.0,752286.0,6544.8882,485000.0,2025-08-08 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.87,OUT-2025,100
,2523000.0,120000.0,646145.0,646145.0,646145.0,2025-10-31 00:00:00,1.Compra e venda,184,RESIDÊNCIA,100.0,OUT-2025,100
MOOCA,3128110.0,330000.0,752286.0,3686.2014,330000.0,2025-08-08 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.49,OUT-2025,100
VL. SUZANA,5638030.0,1500000.0,1310629.0,1310629.0,1500000.0,2025-10-17 00:00:00,1.Compra e venda,289,RESIDÊNCIA,100.0,OUT-2025,200
MOOCA,3128110.0,325000.0,752286.0,3610.9728,325000.0,2025-08-06 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.48,OUT-2025,100
MOOCA,3128110.0,325000.0,752286.0,3610.9728,325000.0,2025-09-24 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.48,OUT-2025,100
MOOCA,3128110.0,325000.0,752286.0,3610.9728,325000.0,2025-08-13 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.48,OUT-2025,100
MOOCA,3128110.0,330000.0,752286.0,3686.2014,330000.0,2025-09-16 00:00:00,1.Compra e venda,114,RESIDÊNCIA,0.49,OUT-2025,100
DE LIDER,8280030.0,430000.0,643959.0,643959.0,643959.0,2025-10-30 00:00:00,1.Compra e venda,249,RESIDÊNCIA,100.0,OUT-2025,200
SAUDE,4302110.0,184402.5,1646739.0,411684.75,411684.75,2025-10-31 00:00:00,1.Compra e venda,272,RESIDÊNCIA,25.0,OUT-2025,200
VILA PRUDENTE,3132120.0,712500.0,706547.0,706547.0,712500.0,2025-11-06 00:00:00,1.Compra e venda,146,RESIDÊNCIA,100.0,OUT-2025,100
,5835003.0,264000.0,3781798.0,15883.5516,264000.0,2025-09-08 00:00:00,1.Compra e venda,312,RESIDÊNCIA,0.42,OUT-2025,300
,5835003.0,318000.0,3781798.0,20043.5294,318000.0,2025-09-04 00:00:00,1.Compra e venda,312,RESIDÊNCIA,0.53,OUT-2025,300
,5835003.0,350000.0,3781798.0,29119.8446,350000.0,2025-09-04 00:00:00,1.Compra e venda,312,RESIDÊNCIA,0.77,OUT-2025,300
CAPELA DO SOCORRO,4847900.0,350000.0,86719.0,86719.0,350000.0,2025-10-31 00:00:00,1.Compra e venda,53,RESIDÊNCIA,100.0,OUT-2025,0
,5835003.0,260000.0,3781798.0,15883.5516,260000.0,2025-09-12 00:00:00,1.Compra e venda,312,RESIDÊNCIA,0.42,OUT-2025,300
,4274010.0,518600.0,564205.0,564205.0,564205.0,2025-10-30 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
,5835003.0,318000.0,3781798.0,19665.3496,318000.0,2025-10-13 00:00:00,1.Compra e venda,312,RESIDÊNCIA,0.52,OUT-2025,300
,3139040.0,315000.0,884023.0,4420.115,315000.0,2025-10-14 00:00:00,1.Compra e venda,242,RESIDÊNCIA,0.5,OUT-2025,200
,3123020.0,300000.0,474870.0,474870.0,474870.0,2025-10-31 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,OUT-2025,100
VILA INDUSTRIAL,3253000.0,240000.0,870015.0,870015.0,870015.0,2025-10-31 00:00:00,1.Compra e venda,308,RESIDÊNCIA,100.0,OUT-2025,300
JD ROLINOPOLIS,5535060.0,725000.0,882660.0,882660.0,882660.0,2025-10-31 00:00:00,1.Compra e venda,180,RESIDÊNCIA,100.0,OUT-2025,100
,4044001.0,633425.0,4300399.0,23222.1546,633425.0,2025-10-31 00:00:00,1.Compra e venda,202,RESIDÊNCIA,0.54,OUT-2025,200
,2650000.0,287000.0,307839.0,307839.0,307839.0,2025-10-30 00:00:00,1.Compra e venda,107,RESIDÊNCIA,100.0,OUT-2025,100
,3922140.0,35342.25,282738.0,35342.25,35342.25,2025-10-30 00:00:00,1.Compra e venda,87,RESIDÊNCIA,12.5,OUT-2025,0
SAUDE,4154000.0,415000.0,231469.0,231469.0,415000.0,2025-10-31 00:00:00,1.Compra e venda,95,RESIDÊNCIA,100.0,OUT-2025,0
,4286080.0,350000.0,214168.0,214168.0,350000.0,2025-10-30 00:00:00,1.Compra e venda,87,RESIDÊNCIA,100.0,OUT-2025,0
,1132010.0,25949.25,147495.0,49174.833,49174.83,2025-10-30 00:00:00,1.Compra e venda,50,RESIDÊNCIA,33.34,OUT-2025,0
JD BONFIGLIOLI,5592000.0,930000.0,998716.0,998716.0,998716.0,2025-10-29 00:00:00,1.Compra e venda,154,RESIDÊNCIA,100.0,OUT-2025,100
CONDOMINIO VILLAGIO,2998050.0,409000.0,408279.0,408279.0,409000.0,2025-10-30 00:00:00,1.Compra e venda,203,RESIDÊNCIA,100.0,OUT-2025,200
,2266040.0,290000.0,280003.0,280003.0,290000.0,2025-10-30 00:00:00,1.Compra e venda,105,RESIDÊNCIA,100.0,OUT-2025,100
,4210100.0,755000.0,986438.0,986438.0,986438.0,2025-10-15 00:00:00,1.Compra e venda,232,RESIDÊNCIA,100.0,OUT-2025,200
,1132010.0,19109.33,108617.0,36212.9078,36212.91,2025-10-30 00:00:00,1.Compra e venda,50,RESIDÊNCIA,33.34,OUT-2025,0
,1132010.0,23865.85,135653.0,45226.7102,45226.71,2025-10-30 00:00:00,1.Compra e venda,110,RESIDÊNCIA,33.34,OUT-2025,100
,1132010.0,30705.78,174531.0,58188.6354,58188.64,2025-10-30 00:00:00,1.Compra e venda,110,RESIDÊNCIA,33.34,OUT-2025,100
,3128070.0,212250.36,759370.0,1139.055,212250.36,2025-11-06 00:00:00,1.Compra e venda,220,RESIDÊNCIA,0.15,OUT-2025,200
,1132010.0,34594.96,196637.0,65558.7758,65558.78,2025-10-30 00:00:00,1.Compra e venda,50,RESIDÊNCIA,33.34,OUT-2025,0
,1132010.0,30195.94,171633.0,57222.4422,57222.44,2025-10-30 00:00:00,1.Compra e venda,50,RESIDÊNCIA,33.34,OUT-2025,0
BOM RETIRO,1132010.0,35387.71,201143.0,67061.0762,67061.08,2025-10-30 00:00:00,1.Compra e venda,60,RESIDÊNCIA,33.34,OUT-2025,0
,1132010.0,35387.71,201143.0,67061.0762,67061.08,2025-10-30 00:00:00,1.Compra e venda,60,RESIDÊNCIA,33.34,OUT-2025,0
,3912240.0,260000.0,186198.0,186198.0,260000.0,2025-10-30 00:00:00,1.Compra e venda,30,RESIDÊNCIA,100.0,OUT-2025,0
,1129000.0,55327.62,314481.0,104847.9654,104847.97,2025-10-30 00:00:00,1.Compra e venda,120,RESIDÊNCIA,33.34,OUT-2025,100
PALMAS DO TREMEMBE,2347090.0,1800000.0,1320426.0,1320426.0,1800000.0,2025-10-29 00:00:00,1.Compra e venda,292,RESIDÊNCIA,100.0,OUT-2025,200
CHACARA INGLESA,4140080.0,369600.0,2143148.0,7072.3884,369600.0,2025-10-20 00:00:00,1.Compra e venda,313,RESIDÊNCIA,0.33,OUT-2025,300
,1541000.0,540000.0,1269717.0,1269717.0,1269717.0,2025-09-30 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
VL BURGO PAULISTA,3680000.0,200000.0,322085.0,322085.0,322085.0,2025-11-03 00:00:00,1.Compra e venda,58,RESIDÊNCIA,100.0,OUT-2025,0
JD SECKLER,4242080.0,610000.0,489984.0,489984.0,610000.0,2025-10-28 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,OUT-2025,100
FREGUESIA DO O,2807040.0,258017.71,202410.0,20.241,258017.71,2025-10-23 00:00:00,1.Compra e venda,97,RESIDÊNCIA,0.01,OUT-2025,0
,3373025.0,380000.0,378507.0,378507.0,380000.0,2025-10-22 00:00:00,1.Compra e venda,94,RESIDÊNCIA,100.0,OUT-2025,0
MORUMBI,5613001.0,6100000.0,2490481.0,2490481.0,6100000.0,2025-10-31 00:00:00,1.Compra e venda,336,RESIDÊNCIA,100.0,OUT-2025,300
JD SAMAS,4822120.0,119278.0,238556.0,119278.0,119278.0,2025-10-31 00:00:00,1.Compra e venda,76,RESIDÊNCIA,50.0,OUT-2025,0
,2467050.0,850000.0,711381.0,711381.0,850000.0,2025-10-30 00:00:00,1.Compra e venda,136,RESIDÊNCIA,100.0,OUT-2025,100
VILA CARMOZINA,8295490.0,630000.0,321304.0,321304.0,630000.0,2025-10-21 00:00:00,1.Compra e venda,91,RESIDÊNCIA,100.0,OUT-2025,0
IMIRIM,2467010.0,500000.0,421021.0,421021.0,500000.0,2025-10-30 00:00:00,1.Compra e venda,82,RESIDÊNCIA,100.0,OUT-2025,0
,3317000.0,605000.0,595673.0,595673.0,605000.0,2025-09-17 00:00:00,1.Compra e venda,102,RESIDÊNCIA,100.0,OUT-2025,100
,2302100.0,775298.24,817410.0,817410.0,817410.0,2025-10-31 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
JD PREVIDENCIA,5530110.0,1330000.0,1045219.0,1045219.0,1330000.0,2025-10-21 00:00:00,1.Compra e venda,190,RESIDÊNCIA,100.0,OUT-2025,100
,5422020.0,1173618.14,2101237.0,700342.2921,1173618.14,2025-11-05 00:00:00,1.Compra e venda,253,RESIDÊNCIA,33.33,OUT-2025,200
